biodegradation_time_days,biodegradation_percentage,study_id,instance,adjusted_hb_ratio_formulation_mol,adjusted_hv_ratio_formulation_mol,biodegradation_condition,degradation_mechanism,additives,t_biodeg,degradation_environment,additive_type_1,additive1_percentage_wt,additive_type_2,additive2_percentage_wt,additive_type_3,additive3_percentage_wt,sample_shape_morphology,pha_degrading_microbes
254.0,18.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
266.0,19.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
280.0,20.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
292.0,21.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
300.0,22.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
308.0,22.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
316.0,23.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
323.0,23.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
329.0,23.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
336.0,24.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
345.0,25.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
354.0,25.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
361.0,26.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
366.0,26.0,6,2,79.2,0.8,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,20.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
75.0,0.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
78.0,1.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
87.0,3.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
95.0,3.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
108.0,4.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
116.0,5.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
126.0,6.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
136.0,7.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
152.0,8.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
164.0,9.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
174.0,10.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
185.0,11.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
197.0,12.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
207.0,12.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
223.0,13.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
231.0,14.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
246.0,16.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
260.0,17.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
271.0,18.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
285.0,20.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
295.0,21.0,6,3,49.5,0.5,anaerobic,surface_erosion_driven_biodegradation,yes,25.0,soil,filler,50.0,not_applicable,0.0,not_applicable,0.0,sheets,bacteria_dominated
